2146,,,,,
All IDs for Ezh2,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
4302,ENSG00000108292,4302,OTTHUMG00000133122,MLLT6,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6"
4306,ENSG00000151623,4306,OTTHUMG00000161455,NR3C2,"nuclear receptor subfamily 3, group C, member 2"
4318,ENSG00000100985,4318,OTTHUMG00000033044,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)"
4323,ENSG00000157227,4323,OTTHUMG00000028704,MMP14,matrix metallopeptidase 14 (membrane-inserted)
4324,ENSG00000102996,4324,OTTHUMG00000133466,MMP15,matrix metallopeptidase 15 (membrane-inserted)
4325,ENSG00000156103,4325,OTTHUMG00000163769,MMP16,matrix metallopeptidase 16 (membrane-inserted)
4326,ENSG00000198598,4326,OTTHUMG00000168050,MMP17,matrix metallopeptidase 17 (membrane-inserted)
4330,ENSG00000169184,4330,OTTHUMG00000150975,MN1,meningioma (disrupted in balanced translocation) 1
4340,ENSG00000204655,4340,OTTHUMG00000031099,MOG,myelin oligodendrocyte glycoprotein
4342,ENSG00000172680,4342,OTTHUMG00000164299,MOS,v-mos Moloney murine sarcoma viral oncogene homolog
4350,ENSG00000103152,4350,OTTHUMG00000047887,MPG,N-methylpurine-DNA glycosylase
4353,ENSG00000005381,4353,OTTHUMG00000178922,MPO,myeloperoxidase
4355,ENSG00000108852,4355,OTTHUMG00000133840,MPP2,"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)"
4356,ENSG00000161647,4356,OTTHUMG00000133838,MPP3,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)"
4435,ENSG00000125931,4435,OTTHUMG00000021812,CITED1,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1"
4440,ENSG00000135097,4440,OTTHUMG00000169344,MSI1,musashi homolog 1 (Drosophila)
4487,ENSG00000163132,4487,OTTHUMG00000090335,MSX1,msh homeobox 1
4488,ENSG00000120149,4488,OTTHUMG00000130556,MSX2,msh homeobox 2
4489,ENSG00000205362,4489,OTTHUMG00000176919,MT1A,metallothionein 1A
4490,ENSG00000169688,4490,OTTHUMG00000133277,MT1B,metallothionein 1B
4493,ENSG00000169715,4493,OTTHUMG00000133014,MT1E,metallothionein 1E
4494,ENSG00000198417,4494,OTTHUMG00000176838,MT1F,metallothionein 1F
4495,ENSG00000125144,4495,OTTHUMG00000133275,MT1G,metallothionein 1G
4496,ENSG00000205358,4496,OTTHUMG00000133283,MT1H,metallothionein 1H
4499,ENSG00000205364,4499,OTTHUMG00000176938,MT1M,metallothionein 1M
4501,ENSG00000187193,4501,OTTHUMG00000133280,MT1X,metallothionein 1X
4502,ENSG00000125148,4502,OTTHUMG00000133281,MT2A,metallothionein 2A
4504,ENSG00000087250,4504,OTTHUMG00000133282,MT3,metallothionein 3
4542,ENSG00000142347,4542,OTTHUMG00000156005,MYO1F,myosin IF
4543,ENSG00000168412,4543,OTTHUMG00000160316,MTNR1A,melatonin receptor 1A
4544,ENSG00000134640,4544,OTTHUMG00000167364,MTNR1B,melatonin receptor 1B
4552,ENSG00000124275,4552,OTTHUMG00000090477,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
4588,ENSG00000184956,4588,OTTHUMG00000165140,MUC6,"mucin 6, oligomeric mucus/gel-forming"
4601,ENSG00000119950,4601,OTTHUMG00000019033,MXI1,MAX interactor 1
4602,ENSG00000118513,4602,OTTHUMG00000015629,MYB,v-myb myeloblastosis viral oncogene homolog (avian)
4604,ENSG00000196091,4604,OTTHUMG00000170274,MYBPC1,"myosin binding protein C, slow type"
4606,ENSG00000086967,4606,OTTHUMG00000183040,MYBPC2,"myosin binding protein C, fast type"
4610,ENSG00000116990,4610,OTTHUMG00000009243,MYCL1,"v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)"
4613,ENSG00000134323,4613,OTTHUMG00000039579,MYCN,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)"
4625,ENSG00000092054,4625,OTTHUMG00000028755,MYH7,"myosin, heavy chain 7, cardiac muscle, beta"
4627,ENSG00000100345,4627,OTTHUMG00000030429,MYH9,"myosin, heavy chain 9, non-muscle"
4628,ENSG00000133026,4628,OTTHUMG00000108195,MYH10,"myosin, heavy chain 10, non-muscle"
4629,ENSG00000133392,4629,OTTHUMG00000129935,MYH11,"myosin, heavy chain 11, smooth muscle"
4634,ENSG00000160808,4634,OTTHUMG00000133516,MYL3,"myosin, light chain 3, alkali; ventricular, skeletal, slow"
4645,ENSG00000167306,4645,OTTHUMG00000179843,MYO5B,myosin VB
4651,ENSG00000145555,4651,OTTHUMG00000161822,MYO10,myosin X
4654,ENSG00000129152,4654,OTTHUMG00000166358,MYOD1,myogenic differentiation 1
4684,ENSG00000149294,4684,OTTHUMG00000167196,NCAM1,neural cell adhesion molecule 1
4685,ENSG00000154654,4685,OTTHUMG00000078121,NCAM2,neural cell adhesion molecule 2
4689,ENSG00000100365,4689,OTTHUMG00000150548,NCF4,"neutrophil cytosolic factor 4, 40kDa"
4725,ENSG00000168653,4725,OTTHUMG00000007497,NDUFS5,"NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)"
4741,ENSG00000104722,4741,OTTHUMG00000131990,NEFM,"neurofilament, medium polypeptide"
4744,ENSG00000100285,4744,OTTHUMG00000151155,NEFH,"neurofilament, heavy polypeptide"
4745,ENSG00000165973,4745,OTTHUMG00000166042,NELL1,NEL-like 1 (chicken)
4750,ENSG00000137601,4750,OTTHUMG00000160963,NEK1,NIMA (never in mitosis gene a)-related kinase 1
4752,ENSG00000136098,4752,OTTHUMG00000016958,NEK3,NIMA (never in mitosis gene a)-related kinase 3
4756,ENSG00000067141,4756,OTTHUMG00000133509,NEO1,neogenin 1
4760,ENSG00000162992,4760,OTTHUMG00000132583,NEUROD1,neuronal differentiation 1
4761,ENSG00000171532,4761,OTTHUMG00000133211,NEUROD2,neuronal differentiation 2
4762,ENSG00000181965,4762,OTTHUMG00000129138,NEUROG1,neurogenin 1
4772,ENSG00000131196,4772,OTTHUMG00000132897,NFATC1,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1"
4773,ENSG00000101096,4773,OTTHUMG00000032747,NFATC2,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"
4776,ENSG00000100968,4776,OTTHUMG00000029351,NFATC4,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4"
4778,ENSG00000123405,4778,OTTHUMG00000169761,NFE2,"nuclear factor (erythroid-derived 2), 45kDa"
4779,ENSG00000082641,4779,OTTHUMG00000178706,NFE2L1,nuclear factor (erythroid-derived 2)-like 1
4782,ENSG00000141905,4782,OTTHUMG00000180731,NFIC,nuclear factor I/C (CCAAT-binding transcription factor)
4783,ENSG00000165030,4783,OTTHUMG00000020209,NFIL3,"nuclear factor, interleukin 3 regulated"
4784,ENSG00000008441,4784,OTTHUMG00000180726,NFIX,nuclear factor I/X (CCAAT-binding transcription factor)
4794,ENSG00000146232,4794,OTTHUMG00000014762,NFKBIE,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon"
4800,ENSG00000001167,4800,OTTHUMG00000014669,NFYA,"nuclear transcription factor Y, alpha"
4804,ENSG00000064300,4804,OTTHUMG00000161495,NGFR,nerve growth factor receptor
4808,ENSG00000177551,4808,OTTHUMG00000011969,NHLH2,nescient helix loop helix 2
4810,ENSG00000188158,4810,OTTHUMG00000022799,NHS,Nance-Horan syndrome (congenital cataracts and dental anomalies)
4811,ENSG00000116962,4811,OTTHUMG00000040071,NID1,nidogen 1
4821,ENSG00000125820,4821,OTTHUMG00000170524,NKX2-2,NK2 homeobox 2
4824,ENSG00000167034,4824,OTTHUMG00000097851,NKX3-1,NK3 homeobox 1
4825,ENSG00000163623,4825,OTTHUMG00000130426,NKX6-1,NK6 homeobox 1
4829,ENSG00000135577,4829,OTTHUMG00000015704,NMBR,neuromedin B receptor
4835,ENSG00000124588,4835,OTTHUMG00000014130,NQO2,"NAD(P)H dehydrogenase, quinone 2"
4846,ENSG00000164867,4846,OTTHUMG00000158343,NOS3,nitric oxide synthase 3 (endothelial cell)
4851,ENSG00000148400,4851,OTTHUMG00000020935,NOTCH1,notch 1
4852,ENSG00000122585,4852,OTTHUMG00000022973,NPY,neuropeptide Y
4854,ENSG00000074181,4854,OTTHUMG00000183217,NOTCH3,notch 3
4857,ENSG00000139910,4857,OTTHUMG00000029385,NOVA1,neuro-oncological ventral antigen 1
4858,ENSG00000104967,4858,OTTHUMG00000177499,NOVA2,neuro-oncological ventral antigen 2
4861,ENSG00000130751,4861,OTTHUMG00000183440,NPAS1,neuronal PAS domain protein 1
4862,ENSG00000170485,4862,OTTHUMG00000130675,NPAS2,neuronal PAS domain protein 2
4868,ENSG00000161270,4868,OTTHUMG00000180689,NPHS1,"nephrosis 1, congenital, Finnish type (nephrin)"
4879,ENSG00000120937,4879,OTTHUMG00000002389,NPPB,natriuretic peptide B
4880,ENSG00000163273,4880,OTTHUMG00000133232,NPPC,natriuretic peptide C
4881,ENSG00000169418,4881,OTTHUMG00000037085,NPR1,natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)
4884,ENSG00000171246,4884,OTTHUMG00000177607,NPTX1,neuronal pentraxin I
4885,ENSG00000106236,4885,OTTHUMG00000154369,NPTX2,neuronal pentraxin II
4886,ENSG00000164128,4886,OTTHUMG00000161371,NPY1R,neuropeptide Y receptor Y1
4887,ENSG00000185149,4887,OTTHUMG00000161485,NPY2R,neuropeptide Y receptor Y2
4889,ENSG00000164129,4889,OTTHUMG00000161353,NPY5R,neuropeptide Y receptor Y5
4897,ENSG00000091129,4897,OTTHUMG00000154973,NRCAM,neuronal cell adhesion molecule
4900,ENSG00000154146,4900,OTTHUMG00000165928,NRGN,"neurogranin (protein kinase C substrate, RC3)"
4907,ENSG00000135318,4907,OTTHUMG00000015139,NT5E,"5'-nucleotidase, ecto (CD73)"
4908,ENSG00000185652,4908,OTTHUMG00000168649,NTF3,neurotrophin 3
4915,ENSG00000148053,4915,OTTHUMG00000020120,NTRK2,"neurotrophic tyrosine kinase, receptor, type 2"
4916,ENSG00000140538,4916,OTTHUMG00000148677,NTRK3,"neurotrophic tyrosine kinase, receptor, type 3"
4917,ENSG00000162068,4917,OTTHUMG00000128867,NTN3,netrin 3
4919,ENSG00000185483,4919,OTTHUMG00000009022,ROR1,receptor tyrosine kinase-like orphan receptor 1
4920,ENSG00000169071,4920,OTTHUMG00000020211,ROR2,receptor tyrosine kinase-like orphan receptor 2
4923,ENSG00000101188,4923,OTTHUMG00000032932,NTSR1,neurotensin receptor 1 (high affinity)
4929,ENSG00000153234,4929,OTTHUMG00000131950,NR4A2,"nuclear receptor subfamily 4, group A, member 2"
4935,ENSG00000101850,4935,OTTHUMG00000021118,GPR143,G protein-coupled receptor 143
4948,ENSG00000104044,4948,OTTHUMG00000128871,OCA2,oculocutaneous albinism II
4978,ENSG00000183715,4978,OTTHUMG00000163658,OPCML,opioid binding protein/cell adhesion molecule-like
4982,ENSG00000164761,4982,OTTHUMG00000164969,TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
4985,ENSG00000116329,4985,OTTHUMG00000003646,OPRD1,"opioid receptor, delta 1"
4986,ENSG00000082556,4986,OTTHUMG00000164276,OPRK1,"opioid receptor, kappa 1"
4987,ENSG00000125510,4987,OTTHUMG00000033027,OPRL1,opiate receptor-like 1
4990,ENSG00000184302,4990,OTTHUMG00000152339,SIX6,SIX homeobox 6
5010,ENSG00000013297,5010,OTTHUMG00000158940,CLDN11,claudin 11
5013,ENSG00000115507,5013,OTTHUMG00000129454,OTX1,orthodenticle homeobox 1
5015,ENSG00000165588,5015,OTTHUMG00000152338,OTX2,orthodenticle homeobox 2
5017,ENSG00000172818,5017,OTTHUMG00000166600,OVOL1,ovo-like 1(Drosophila)
5018,ENSG00000155463,5018,OTTHUMG00000028691,OXA1L,oxidase (cytochrome c) assembly 1-like
5020,ENSG00000101405,5020,OTTHUMG00000031724,OXT,"oxytocin, prepropeptide"
5021,ENSG00000180914,5021,OTTHUMG00000090537,OXTR,oxytocin receptor
5026,ENSG00000083454,5026,OTTHUMG00000090700,P2RX5,"purinergic receptor P2X, ligand-gated ion channel, 5"
5028,ENSG00000169860,5028,OTTHUMG00000159694,P2RY1,"purinergic receptor P2Y, G-protein coupled, 1"
5029,ENSG00000175591,5029,OTTHUMG00000167966,P2RY2,"purinergic receptor P2Y, G-protein coupled, 2"
5034,ENSG00000185624,5034,OTTHUMG00000150269,P4HB,"prolyl 4-hydroxylase, beta polypeptide"
5042,ENSG00000151846,5042,OTTHUMG00000016601,PABPC3,"poly(A) binding protein, cytoplasmic 3"
5053,ENSG00000171759,5053,OTTHUMG00000169966,PAH,phenylalanine hydroxylase
5058,ENSG00000149269,5058,OTTHUMG00000165138,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1
5064,ENSG00000099864,5064,OTTHUMG00000181785,PALM,paralemmin
5069,ENSG00000182752,5069,OTTHUMG00000021045,PAPPA,"pregnancy-associated plasma protein A, pappalysin 1"
5075,ENSG00000125813,5075,OTTHUMG00000032034,PAX1,paired box 1
5076,ENSG00000075891,5076,OTTHUMG00000018913,PAX2,paired box 2
5077,ENSG00000135903,5077,OTTHUMG00000133157,PAX3,paired box 3
5078,ENSG00000106331,5078,OTTHUMG00000157562,PAX4,paired box 4
5079,ENSG00000196092,5079,OTTHUMG00000019907,PAX5,paired box 5
5080,ENSG00000007372,5080,OTTHUMG00000041447,PAX6,paired box 6
5081,ENSG00000009709,5081,OTTHUMG00000002433,PAX7,paired box 7
5083,ENSG00000198807,5083,OTTHUMG00000140251,PAX9,paired box 9
5090,ENSG00000167081,5090,OTTHUMG00000020684,PBX3,pre-B-cell leukemia homeobox 3
5097,ENSG00000156453,5097,OTTHUMG00000129661,PCDH1,protocadherin 1
5099,ENSG00000169851,5099,OTTHUMG00000160364,PCDH7,protocadherin 7
5100,ENSG00000136099,5100,OTTHUMG00000016979,PCDH8,protocadherin 8
5101,ENSG00000184226,5101,OTTHUMG00000017040,PCDH9,protocadherin 9
5106,ENSG00000100889,5106,OTTHUMG00000028791,PCK2,phosphoenolpyruvate carboxykinase 2 (mitochondrial)
5116,ENSG00000160299,5116,OTTHUMG00000090665,PCNT,pericentrin
5122,ENSG00000175426,5122,OTTHUMG00000122089,PCSK1,proprotein convertase subtilisin/kexin type 1
5125,ENSG00000099139,5125,OTTHUMG00000020039,PCSK5,proprotein convertase subtilisin/kexin type 5
5126,ENSG00000125851,5126,OTTHUMG00000031941,PCSK2,proprotein convertase subtilisin/kexin type 2
5129,ENSG00000117266,5129,OTTHUMG00000037203,CDK18,cyclin-dependent kinase 18
5137,ENSG00000154678,5137,OTTHUMG00000023836,PDE1C,"phosphodiesterase 1C, calmodulin-dependent 70kDa"
5138,ENSG00000186642,5138,OTTHUMG00000102045,PDE2A,"phosphodiesterase 2A, cGMP-stimulated"
5139,ENSG00000172572,5139,OTTHUMG00000168962,PDE3A,"phosphodiesterase 3A, cGMP-inhibited"
5140,ENSG00000152270,5140,OTTHUMG00000165898,PDE3B,"phosphodiesterase 3B, cGMP-inhibited"
5141,ENSG00000065989,5141,OTTHUMG00000180411,PDE4A,"phosphodiesterase 4A, cAMP-specific"
5142,ENSG00000184588,5142,OTTHUMG00000009088,PDE4B,"phosphodiesterase 4B, cAMP-specific"
5152,ENSG00000160191,5152,OTTHUMG00000086825,PDE9A,phosphodiesterase 9A
5153,ENSG00000123360,5153,OTTHUMG00000169844,PDE1B,"phosphodiesterase 1B, calmodulin-dependent"
5154,ENSG00000197461,5154,OTTHUMG00000151412,PDGFA,platelet-derived growth factor alpha polypeptide
5155,ENSG00000100311,5155,OTTHUMG00000151029,PDGFB,platelet-derived growth factor beta polypeptide
5156,ENSG00000134853,5156,OTTHUMG00000128699,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide"
5157,ENSG00000104213,5157,OTTHUMG00000130818,PDGFRL,platelet-derived growth factor receptor-like
5164,ENSG00000005882,5164,OTTHUMG00000161948,PDK2,"pyruvate dehydrogenase kinase, isozyme 2"
5166,ENSG00000004799,5166,OTTHUMG00000153977,PDK4,"pyruvate dehydrogenase kinase, isozyme 4"
5167,ENSG00000197594,5167,OTTHUMG00000015572,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1
5168,ENSG00000136960,5168,OTTHUMG00000164995,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2
5172,ENSG00000091137,5172,OTTHUMG00000154807,SLC26A4,"solute carrier family 26, member 4"
5173,ENSG00000101327,5173,OTTHUMG00000031683,PDYN,prodynorphin
5179,ENSG00000181195,5179,OTTHUMG00000164409,PENK,proenkephalin
5205,ENSG00000081923,5205,OTTHUMG00000180255,ATP8B1,"ATPase, aminophospholipid transporter, class I, type 8B, member 1"
5209,ENSG00000170525,5209,OTTHUMG00000017621,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
5214,ENSG00000067057,5214,OTTHUMG00000017556,PFKP,"phosphofructokinase, platelet"
5239,ENSG00000154330,5239,OTTHUMG00000019966,PGM5,phosphoglucomutase 5
5241,ENSG00000082175,5241,OTTHUMG00000167531,PGR,progesterone receptor
5253,ENSG00000197724,5253,OTTHUMG00000020253,PHF2,PHD finger protein 2
5269,ENSG00000124570,5269,OTTHUMG00000016170,SERPINB6,"serpin peptidase inhibitor, clade B (ovalbumin), member 6"
5270,ENSG00000135919,5270,OTTHUMG00000133163,SERPINE2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2"
5287,ENSG00000133056,5287,OTTHUMG00000036101,PIK3C2B,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta"
5290,ENSG00000121879,5290,OTTHUMG00000157311,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha"
5293,ENSG00000171608,5293,OTTHUMG00000001450,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta"
5307,ENSG00000069011,5307,OTTHUMG00000149983,PITX1,paired-like homeodomain 1
5308,ENSG00000164093,5308,OTTHUMG00000132837,PITX2,paired-like homeodomain 2
5309,ENSG00000107859,5309,OTTHUMG00000018952,PITX3,paired-like homeodomain 3
5311,ENSG00000118762,5311,OTTHUMG00000160982,PKD2,polycystic kidney disease 2 (autosomal dominant)
5317,ENSG00000081277,5317,OTTHUMG00000035729,PKP1,plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)
5318,ENSG00000057294,5318,OTTHUMG00000169500,PKP2,plakophilin 2
5319,ENSG00000170890,5319,OTTHUMG00000169343,PLA2G1B,"phospholipase A2, group IB (pancreas)"
5324,ENSG00000181690,5324,OTTHUMG00000164310,PLAG1,pleiomorphic adenoma gene 1
5325,ENSG00000118495,5325,OTTHUMG00000015738,PLAGL1,pleiomorphic adenoma gene-like 1
5328,ENSG00000122861,5328,OTTHUMG00000018494,PLAU,"plasminogen activator, urokinase"
5329,ENSG00000011422,5329,OTTHUMG00000182778,PLAUR,"plasminogen activator, urokinase receptor"
5332,ENSG00000101333,5332,OTTHUMG00000031853,PLCB4,"phospholipase C, beta 4"
5333,ENSG00000187091,5333,OTTHUMG00000130813,PLCD1,"phospholipase C, delta 1"
5334,ENSG00000115896,5334,OTTHUMG00000132750,PLCL1,phospholipase C-like 1
5335,ENSG00000124181,5335,OTTHUMG00000033082,PLCG1,"phospholipase C, gamma 1"
5337,ENSG00000075651,5337,OTTHUMG00000156947,PLD1,"phospholipase D1, phosphatidylcholine-specific"
5339,ENSG00000178209,5339,OTTHUMG00000165291,PLEC,plectin
5348,ENSG00000266964,5348,OTTHUMG00000182359,FXYD1,FXYD domain containing ion transport regulator 1
5358,ENSG00000102024,5358,OTTHUMG00000022237,PLS3,plastin 3
5362,ENSG00000076356,5362,OTTHUMG00000036564,PLXNA2,plexin A2
5364,ENSG00000164050,5364,OTTHUMG00000133527,PLXNB1,plexin B1
5368,ENSG00000168081,5368,OTTHUMG00000102125,PNOC,prepronociceptin
5376,ENSG00000109099,5376,OTTHUMG00000058960,PMP22,peripheral myelin protein 22
5396,ENSG00000116132,5396,OTTHUMG00000035231,PRRX1,paired related homeobox 1
5409,ENSG00000141744,5409,OTTHUMG00000133209,PNMT,phenylethanolamine N-methyltransferase
5413,ENSG00000184702,5413,OTTHUMG00000150399,5-Sep,septin 5
5420,ENSG00000128567,5420,OTTHUMG00000154918,PODXL,podocalyxin-like
5427,ENSG00000100479,5427,OTTHUMG00000170813,POLE2,"polymerase (DNA directed), epsilon 2, accessory subunit"
5443,ENSG00000115138,5443,OTTHUMG00000094764,POMC,proopiomelanocortin
5453,ENSG00000185668,5453,OTTHUMG00000000485,POU3F1,POU class 3 homeobox 1
5454,ENSG00000184486,5454,OTTHUMG00000015258,POU3F2,POU class 3 homeobox 2
5455,ENSG00000198914,5455,OTTHUMG00000153067,POU3F3,POU class 3 homeobox 3
5456,ENSG00000196767,5456,OTTHUMG00000021919,POU3F4,POU class 3 homeobox 4
5457,ENSG00000152192,5457,OTTHUMG00000017119,POU4F1,POU class 4 homeobox 1
5458,ENSG00000151615,5458,OTTHUMG00000162045,POU4F2,POU class 4 homeobox 2
5459,ENSG00000091010,5459,OTTHUMG00000129684,POU4F3,POU class 4 homeobox 3
5465,ENSG00000186951,5465,OTTHUMG00000150443,PPARA,peroxisome proliferator-activated receptor alpha
5468,ENSG00000132170,5468,OTTHUMG00000129764,PPARG,peroxisome proliferator-activated receptor gamma
5502,ENSG00000135447,5502,OTTHUMG00000169934,PPP1R1A,"protein phosphatase 1, regulatory (inhibitor) subunit 1A"
5522,ENSG00000074211,5522,OTTHUMG00000090445,PPP2R2C,"protein phosphatase 2, regulatory subunit B, gamma"
5563,ENSG00000162409,5563,OTTHUMG00000008282,PRKAA2,"protein kinase, AMP-activated, alpha 2 catalytic subunit"
5564,ENSG00000111725,5564,OTTHUMG00000168954,PRKAB1,"protein kinase, AMP-activated, beta 1 non-catalytic subunit"
5566,ENSG00000072062,5566,OTTHUMG00000182051,PRKACA,"protein kinase, cAMP-dependent, catalytic, alpha"
5577,ENSG00000005249,5577,OTTHUMG00000137418,PRKAR2B,"protein kinase, cAMP-dependent, regulatory, type II, beta"
5578,ENSG00000154229,5578,OTTHUMG00000179533,PRKCA,"protein kinase C, alpha"
5579,ENSG00000166501,5579,OTTHUMG00000131615,PRKCB,"protein kinase C, beta"
5581,ENSG00000171132,5581,OTTHUMG00000128817,PRKCE,"protein kinase C, epsilon"
5582,ENSG00000126583,5582,OTTHUMG00000064846,PRKCG,"protein kinase C, gamma"
5583,ENSG00000027075,5583,OTTHUMG00000152341,PRKCH,"protein kinase C, eta"
5585,ENSG00000123143,5585,OTTHUMG00000039611,PKN1,protein kinase N1
5588,ENSG00000065675,5588,OTTHUMG00000017623,PRKCQ,"protein kinase C, theta"
5590,ENSG00000067606,5590,OTTHUMG00000001238,PRKCZ,"protein kinase C, zeta"
