2353,,,,,
All IDs for CfosEtoh01,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
130502,ENSG00000183891,130502,OTTHUMG00000151776,TTC32,tetratricopeptide repeat domain 32
130540,ENSG00000155749,130540,OTTHUMG00000132824,ALS2CR12,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12"
130589,ENSG00000143891,130589,OTTHUMG00000102077,GALM,galactose mutarotase (aldose 1-epimerase)
130752,ENSG00000138400,130752,OTTHUMG00000132918,MDH1B,"malate dehydrogenase 1B, NAD (soluble)"
130940,ENSG00000153237,130940,OTTHUMG00000153973,CCDC148,coiled-coil domain containing 148
131149,ENSG00000182447,131149,OTTHUMG00000159074,OTOL1,otolin 1
131377,ENSG00000157119,131377,OTTHUMG00000133045,KBTBD5,kelch repeat and BTB (POZ) domain containing 5
131408,ENSG00000175182,131408,OTTHUMG00000156206,FAM131A,"family with sequence similarity 131, member A"
131474,ENSG00000163528,131474,OTTHUMG00000129805,CHCHD4,coiled-coil-helix-coiled-coil-helix domain containing 4
131544,ENSG00000080200; ENSG00000080200,131544; 131544,OTTHUMG00000159187; OTTHUMG00000159187,CRYBG3; CRYBG3,"Beta/gamma crystallin domain-containing protein 3; cDNA FLJ60082, weakly similar to Uro-adherence factor A"
131544,ENSG00000080200; ENSG00000080200,131544; 131544,OTTHUMG00000159187; OTTHUMG00000159187,CRYBG3; CRYBG3,"Beta/gamma crystallin domain-containing protein 3; cDNA FLJ60082, weakly similar to Uro-adherence factor A"
131583,ENSG00000185112,131583,OTTHUMG00000156016,FAM43A,"family with sequence similarity 43, member A"
131965,ENSG00000206562,131965,OTTHUMG00000156431,METTL6,methyltransferase like 6
132014,ENSG00000163701,132014,OTTHUMG00000128649,IL17RE,interleukin 17 receptor E
132112,ENSG00000175077,132112,OTTHUMG00000149886,RTP1,receptor (chemosensory) transporter protein 1
132141,ENSG00000173389,132141,OTTHUMG00000156908,IQCF1,IQ motif containing F1
132158,ENSG00000168237,132158,OTTHUMG00000158380,GLYCTK,glycerate kinase
132160,ENSG00000164088,132160,OTTHUMG00000153046,PPM1M,"protein phosphatase, Mg2+/Mn2+ dependent, 1M"
132299,ENSG00000145247,132299,OTTHUMG00000128626,OCIAD2,OCIA domain containing 2
132320,ENSG00000151466,132320,OTTHUMG00000133346,SCLT1,sodium channel and clathrin linker 1
132321,ENSG00000151470,132321,OTTHUMG00000133347,C4orf33,chromosome 4 open reading frame 33
132789,ENSG00000163281,132789,OTTHUMG00000099415,GNPDA2,glucosamine-6-phosphate deaminase 2
132851,ENSG00000150628,132851,OTTHUMG00000160788,SPATA4,spermatogenesis associated 4
132864,ENSG00000137449,132864,OTTHUMG00000090669,CPEB2,cytoplasmic polyadenylation element binding protein 2
132884,ENSG00000173040,132884,OTTHUMG00000125493,EVC2,Ellis van Creveld syndrome 2
132954,ENSG00000163440,132954,OTTHUMG00000160674,PDCL2,phosducin-like 2
133396,ENSG00000164509,133396,OTTHUMG00000097045,IL31RA,interleukin 31 receptor A
133482,ENSG00000205359,133482,OTTHUMG00000162759,SLCO6A1,"solute carrier organic anion transporter family, member 6A1"
133558,ENSG00000171495,133558,OTTHUMG00000162151,HEATR7B2,HEAT repeat family member 7B2
133923,ENSG00000164185,133923,OTTHUMG00000128911,ZNF474,zinc finger protein 474
133957,ENSG00000164366,133957,OTTHUMG00000161586,CCDC127,coiled-coil domain containing 127
134145,ENSG00000150756,134145,OTTHUMG00000161771,FAM173B,"family with sequence similarity 173, member B"
134147,ENSG00000164237,134147,OTTHUMG00000131043,CMBL,carboxymethylenebutenolidase homolog (Pseudomonas)
134359,ENSG00000152359,134359,OTTHUMG00000162487,POC5,POC5 centriolar protein homolog (Chlamydomonas)
134430,ENSG00000134987,134430,OTTHUMG00000128790,WDR36,WD repeat domain 36
134492,ENSG00000170584,134492,OTTHUMG00000130378,NUDCD2,NudC domain containing 2
134553,ENSG00000181904,134553,OTTHUMG00000129121,C5orf24,chromosome 5 open reading frame 24
134864,ENSG00000146399,134864,OTTHUMG00000015583,TAAR1,trace amine associated receptor 1
135112,ENSG00000111912,135112,OTTHUMG00000015513,NCOA7,nuclear receptor coactivator 7
135114,ENSG00000111911,135114,OTTHUMG00000015514,HINT3,histidine triad nucleotide binding protein 3
135138,ENSG00000112530,135138,OTTHUMG00000016116,PACRG,PARK2 co-regulated
135228,ENSG00000156535,135228,OTTHUMG00000015040,CD109,CD109 molecule
135250,ENSG00000164520,135250,OTTHUMG00000015796,RAET1E,retinoic acid early transcript 1E
135293,ENSG00000146281,135293,OTTHUMG00000015193,PM20D2,peptidase M20 domain containing 2
135398,ENSG00000197261,135398,OTTHUMG00000014820,C6orf141,chromosome 6 open reading frame 141
135656,ENSG00000168631,135656,OTTHUMG00000031104,DPCR1,diffuse panbronchiolitis critical region 1
135935,ENSG00000106410,135935,OTTHUMG00000158051,NOBOX,NOBOX oogenesis homeobox
136263,ENSG00000165120,136263,OTTHUMG00000157844,C7orf45,chromosome 7 open reading frame 45
136306,ENSG00000157703,136306,OTTHUMG00000155870,SVOPL,SVOP-like
136895,ENSG00000153790,136895,OTTHUMG00000128497,C7orf31,chromosome 7 open reading frame 31
138050,ENSG00000165102,138050,OTTHUMG00000164102,HGSNAT,heparan-alpha-glucosaminide N-acetyltransferase
138311,ENSG00000165716,138311,OTTHUMG00000020940,FAM69B,"family with sequence similarity 69, member B"
138639,ENSG00000158079,138639,OTTHUMG00000020258,PTPDC1,protein tyrosine phosphatase domain containing 1
138805,ENSG00000186881,138805,OTTHUMG00000020404,OR13F1,"olfactory receptor, family 13, subfamily F, member 1"
139599,ENSG00000186675,139599,OTTHUMG00000021870,MAGEE2,"melanoma antigen family E, 2"
140453,ENSG00000169876,140453,OTTHUMG00000157030,MUC17,"mucin 17, cell surface associated"
140458,ENSG00000164122,140458,OTTHUMG00000160793,ASB5,ankyrin repeat and SOCS box containing 5
140462,ENSG00000102048,140462,OTTHUMG00000021172,ASB9,ankyrin repeat and SOCS box containing 9
140465,ENSG00000196465,140465,OTTHUMG00000170199,MYL6B,"myosin, light chain 6B, alkali, smooth muscle and non-muscle"
140564,ENSG00000243811,140564,OTTHUMG00000151084,APOBEC3D,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D"
140576,ENSG00000188643,140576,OTTHUMG00000013545,S100A16,S100 calcium binding protein A16
140609,ENSG00000151414,140609,OTTHUMG00000035658,NEK7,NIMA (never in mitosis gene a)-related kinase 7
140691,ENSG00000185880,140691,OTTHUMG00000131246,TRIM69,tripartite motif containing 69
140699,ENSG00000101353,140699,OTTHUMG00000032407,C20orf132,chromosome 20 open reading frame 132
140700,ENSG00000130590,140700,OTTHUMG00000033011,SAMD10,sterile alpha motif domain containing 10
140701,ENSG00000183260,140701,OTTHUMG00000033010,ABHD16B,abhydrolase domain containing 16B
140739,ENSG00000184182,140739,OTTHUMG00000133341,UBE2F,ubiquitin-conjugating enzyme E2F (putative)
140766,ENSG00000138316,140766,OTTHUMG00000018414,ADAMTS14,"ADAM metallopeptidase with thrombospondin type 1 motif, 14"
140825,ENSG00000124257,140825,OTTHUMG00000032626,NEURL2,neuralized homolog 2 (Drosophila)
140831,ENSG00000132801,140831,OTTHUMG00000032627,ZSWIM3,"zinc finger, SWIM-type containing 3"
140870,ENSG00000243543,140870,OTTHUMG00000046354,WFDC6,WAP four-disulfide core domain 6
140901,ENSG00000125834,140901,OTTHUMG00000031688,STK35,serine/threonine kinase 35
140947,ENSG00000251380,140947,OTTHUMG00000163308,C5orf20,chromosome 5 open reading frame 20
142683,ENSG00000158764,142683,OTTHUMG00000028605,ITLN2,intelectin 2
142684,ENSG00000172476,142684,OTTHUMG00000022100,RAB40A,"RAB40A, member RAS oncogene family"
142685,ENSG00000146809,142685,OTTHUMG00000157114,ASB15,ankyrin repeat and SOCS box containing 15
142891,ENSG00000156671,142891,OTTHUMG00000018515,SAMD8,sterile alpha motif domain containing 8
142940,ENSG00000165832,142940,OTTHUMG00000019094,TRUB1,TruB pseudouridine (psi) synthase homolog 1 (E. coli)
143187,ENSG00000151532,143187,OTTHUMG00000019063,VTI1A,vesicle transport through interaction with t-SNAREs homolog 1A (yeast)
143282,ENSG00000174721,143282,OTTHUMG00000018751,FGFBP3,fibroblast growth factor binding protein 3
143384,ENSG00000151893,143384,OTTHUMG00000019138,CACUL1,"CDK2-associated, cullin domain 1"
143502,ENSG00000226288,143502,OTTHUMG00000165721,OR52I2,"olfactory receptor, family 52, subfamily I, member 2"
143686,ENSG00000149212,143686,OTTHUMG00000167829,SESN3,sestrin 3
143872,ENSG00000165895,143872,OTTHUMG00000167530,ARHGAP42,Rho GTPase activating protein 42
143888,ENSG00000178202,143888,OTTHUMG00000166535,KDELC2,KDEL (Lys-Asp-Glu-Leu) containing 2
144100,ENSG00000166689,144100,OTTHUMG00000165954,PLEKHA7,"pleckstrin homology domain containing, family A member 7"
144195,ENSG00000173262,144195,OTTHUMG00000168463,SLC2A14,"solute carrier family 2 (facilitated glucose transporter), member 14"
144321,ENSG00000180481,144321,OTTHUMG00000169756,GLIPR1L2,GLI pathogenesis-related 1 like 2
144348,ENSG00000179195,144348,OTTHUMG00000168596,ZNF664,zinc finger protein 664
144404,ENSG00000188735,144404,OTTHUMG00000169076,TMEM120B,transmembrane protein 120B
144455,ENSG00000165891,144455,OTTHUMG00000169969,E2F7,E2F transcription factor 7
144501,ENSG00000167767,144501,OTTHUMG00000150193,KRT80,keratin 80
144699,ENSG00000171823,144699,OTTHUMG00000090369,FBXL14,F-box and leucine-rich repeat protein 14
145173,ENSG00000187676,145173,OTTHUMG00000016688,B3GALTL,"beta 1,3-galactosyltransferase-like"
145226,ENSG00000139988,145226,OTTHUMG00000170032,RDH12,retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
145282,ENSG00000151338,145282,OTTHUMG00000140252,MIPOL1,mirror-image polydactyly 1
145389,ENSG00000139974,145389,OTTHUMG00000140335,SLC38A6,"solute carrier family 38, member 6"
145407,ENSG00000139971,145407,OTTHUMG00000171173,C14orf37,chromosome 14 open reading frame 37
145553,ENSG00000213920,145553,OTTHUMG00000133477,MDP1,magnesium-dependent phosphatase 1
145567,ENSG00000165914,145567,OTTHUMG00000171047,TTC7B,tetratricopeptide repeat domain 7B
145741,ENSG00000198535,145741,OTTHUMG00000171942,C2CD4A,C2 calcium-dependent domain containing 4A
145773,ENSG00000157470,145773,OTTHUMG00000171915,FAM81A,"family with sequence similarity 81, member A"
145957,ENSG00000169752,145957,OTTHUMG00000142917,NRG4,neuregulin 4
146057,ENSG00000128881,146057,OTTHUMG00000175802,TTBK2,tau tubulin kinase 2
146223,ENSG00000183723,146223,OTTHUMG00000137500,CMTM4,CKLF-like MARVEL transmembrane domain containing 4
146225,ENSG00000140932,146225,OTTHUMG00000137501,CMTM2,CKLF-like MARVEL transmembrane domain containing 2
146378,ENSG00000167194,146378,OTTHUMG00000177107,C16orf92,chromosome 16 open reading frame 92
146433,ENSG00000157368,146433,OTTHUMG00000137581,IL34,interleukin 34
146439,ENSG00000162069,146439,OTTHUMG00000177452,CCDC64B,coiled-coil domain containing 64B
146542,ENSG00000229809,146542,OTTHUMG00000132408,ZNF688,zinc finger protein 688
146664,ENSG00000167889,146664,OTTHUMG00000177278,MGAT5B,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B"
146712,ENSG00000175711,146712,OTTHUMG00000177788,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
146802,ENSG00000180638,146802,OTTHUMG00000059464,SLC47A2,"solute carrier family 47, member 2"
146861,ENSG00000164729,146861,OTTHUMG00000132929,SLC35G3,"solute carrier family 35, member G3"
147040,ENSG00000213859,147040,OTTHUMG00000132061,KCTD11,potassium channel tetramerisation domain containing 11
147381,ENSG00000141668,147381,OTTHUMG00000132825,CBLN2,cerebellin 2 precursor
147463,ENSG00000154065,147463,OTTHUMG00000131875,ANKRD29,ankyrin repeat domain 29
147699,ENSG00000213889,147699,OTTHUMG00000140397,PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)"
147700,ENSG00000104892,147700,OTTHUMG00000143722,KLC3,kinesin light chain 3
147841,ENSG00000161888,147841,OTTHUMG00000180798,SPC24,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)"
147906,ENSG00000197380,147906,OTTHUMG00000153070,DACT3,"dapper, antagonist of beta-catenin, homolog 3 (Xenopus laevis)"
148003,ENSG00000249861,148003,OTTHUMG00000183083,LGALS16,"lectin, galactoside-binding, soluble, 16"
148014,ENSG00000174521,148014,OTTHUMG00000182600,TTC9B,tetratricopeptide repeat domain 9B
148137,ENSG00000167595,148137,OTTHUMG00000168103,C19orf55,chromosome 19 open reading frame 55
148206,ENSG00000160352,148206,OTTHUMG00000182833,ZNF714,zinc finger protein 714
148229,ENSG00000130270,148229,OTTHUMG00000166189,ATP8B3,"ATPase, aminophospholipid transporter, class I, type 8B, member 3"
148252,ENSG00000176490,148252,OTTHUMG00000180439,DIRAS1,"DIRAS family, GTP-binding RAS-like 1"
148304,ENSG00000162757,148304,OTTHUMG00000036483,C1orf74,chromosome 1 open reading frame 74
148327,ENSG00000143578,148327,OTTHUMG00000037159,CREB3L4,cAMP responsive element binding protein 3-like 4
148345,ENSG00000175262,148345,OTTHUMG00000002032,C1orf127,chromosome 1 open reading frame 127
148641,ENSG00000183780,148641,OTTHUMG00000037929,SLC35F3,"solute carrier family 35, member F3"
148789,ENSG00000162885,148789,OTTHUMG00000040468,B3GALNT2,"beta-1,3-N-acetylgalactosaminyltransferase 2"
148808,ENSG00000174514,148808,OTTHUMG00000037197,MFSD4,major facilitator superfamily domain containing 4
148979,ENSG00000174332,148979,OTTHUMG00000008079,GLIS1,GLIS family zinc finger 1
149041,ENSG00000135870,149041,OTTHUMG00000037275,RC3H1,ring finger and CCCH-type domains 1
149076,ENSG00000160094,149076,OTTHUMG00000004124,ZNF362,zinc finger protein 362
149095,ENSG00000163357,149095,OTTHUMG00000041314,DCST1,DC-STAMP domain containing 1
149111,ENSG00000143786,149111,OTTHUMG00000037634,CNIH3,cornichon homolog 3 (Drosophila)
149233,ENSG00000162594,149233,OTTHUMG00000009092,IL23R,interleukin 23 receptor
149345,ENSG00000198892,149345,OTTHUMG00000035807,SHISA4,shisa homolog 4 (Xenopus laevis)
149461,ENSG00000164007,149461,OTTHUMG00000007524,CLDN19,claudin 19
149466,ENSG00000253313,149466,OTTHUMG00000007289,C1orf210,chromosome 1 open reading frame 210
149478,ENSG00000222009,149478,OTTHUMG00000008493,BTBD19,BTB (POZ) domain containing 19
149499,ENSG00000160838,149499,OTTHUMG00000041298,LRRC71,leucine rich repeat containing 71
149603,ENSG00000168159,149603,OTTHUMG00000040043,RNF187,ring finger protein 187
150094,ENSG00000142178,150094,OTTHUMG00000086874,SIK1,salt-inducible kinase 1
150159,ENSG00000164037,150159,OTTHUMG00000161114,SLC9B1,"solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1"
150165,ENSG00000172967,150165,OTTHUMG00000143726,XKR3,"XK, Kell blood group complex subunit-related family, member 3"
150221,ENSG00000183246,150221,OTTHUMG00000150825,RIMBP3C,RIMS binding protein 3C
150274,ENSG00000100209,150274,OTTHUMG00000151092,HSCB,HscB iron-sulfur cluster co-chaperone homolog (E. coli)
150696,ENSG00000155066,150696,OTTHUMG00000130393,PROM2,prominin 2
150771,ENSG00000198885,150771,OTTHUMG00000155230,ITPRIPL1,"inositol 1,4,5-trisphosphate receptor interacting protein-like 1"
150962,ENSG00000162927,150962,OTTHUMG00000129423,PUS10,pseudouridylate synthase 10
151011,ENSG00000186522,151011,OTTHUMG00000154957,10-Sep,septin 10
151050,ENSG00000144445,151050,OTTHUMG00000154697,KANSL1L,KAT8 regulatory NSL complex subunit 1-like
151112,ENSG00000163012,151112,OTTHUMG00000154259,ZSWIM2,"zinc finger, SWIM-type containing 2"
151174,ENSG00000186235,151174,OTTHUMG00000152898,AC016757.3,Uncharacterized protein
151195,ENSG00000163249,151195,OTTHUMG00000132946,CCNYL1,cyclin Y-like 1
151242,ENSG00000150722,151242,OTTHUMG00000154326,PPP1R1C,"protein phosphatase 1, regulatory (inhibitor) subunit 1C"
151525,ENSG00000196151,151525,OTTHUMG00000132028,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1"
151648,ENSG00000129810,151648,OTTHUMG00000130479,SGOL1,shugoshin-like 1 (S. pombe)
151887,ENSG00000091986,151887,OTTHUMG00000159265,CCDC80,coiled-coil domain containing 80
151903,ENSG00000160799,151903,OTTHUMG00000133513,CCDC12,coiled-coil domain containing 12
152007,ENSG00000122694,152007,OTTHUMG00000019900,GLIPR2,GLI pathogenesis-related 2
152098,ENSG00000206559,152098,OTTHUMG00000155705,ZCWPW2,"zinc finger, CW type with PWWP domain 2"
152100,ENSG00000187118,152100,OTTHUMG00000155660,CMC1,COX assembly mitochondrial protein 1 homolog (S. cerevisiae)
152206,ENSG00000244607,152206,OTTHUMG00000133046,CCDC13,coiled-coil domain containing 13
152404,ENSG00000144847,152404,OTTHUMG00000159387,IGSF11,"immunoglobulin superfamily, member 11"
152405,ENSG00000163424,152405,OTTHUMG00000159349,C3orf30,chromosome 3 open reading frame 30
152485,ENSG00000151612,152485,OTTHUMG00000161362,ZNF827,zinc finger protein 827
152503,ENSG00000109686,152503,OTTHUMG00000154051,SH3D19,SH3 domain containing 19
152756,ENSG00000250486,152756,OTTHUMG00000161252,FAM218A,"family with sequence similarity 218, member A"
152816,ENSG00000174792,152816,OTTHUMG00000130104,C4orf26,chromosome 4 open reading frame 26
153218,ENSG00000214510,153218,OTTHUMG00000163426,SPINK13,"serine peptidase inhibitor, Kazal type 13 (putative)"
153222,ENSG00000164463,153222,OTTHUMG00000163322,CREBRF,CREB3 regulatory factor
153443,ENSG00000151304,153443,OTTHUMG00000162970,SRFBP1,serum response factor binding protein 1
153579,ENSG00000165810,153579,OTTHUMG00000133152,BTNL9,butyrophilin-like 9
153769,ENSG00000156463,153769,OTTHUMG00000129685,SH3RF2,SH3 domain containing ring finger 2
153830,ENSG00000145860,153830,OTTHUMG00000130306,RNF145,ring finger protein 145
154043,ENSG00000153721,154043,OTTHUMG00000015873,CNKSR3,CNKSR family member 3
154064,ENSG00000155918,154064,OTTHUMG00000015809,RAET1L,retinoic acid early transcript 1L
154091,ENSG00000146411,154091,OTTHUMG00000015611,SLC2A12,"solute carrier family 2 (facilitated glucose transporter), member 12"
154141,ENSG00000172197,154141,OTTHUMG00000014334,MBOAT1,membrane bound O-acyltransferase domain containing 1
154214,ENSG00000146373,154214,OTTHUMG00000015504,RNF217,ring finger protein 217
154386,ENSG00000164385,154386,OTTHUMG00000014122,C6orf195,chromosome 6 open reading frame 195
154791,ENSG00000164898,154791,OTTHUMG00000151719,C7orf55,chromosome 7 open reading frame 55
154796,ENSG00000126016,154796,OTTHUMG00000022216,AMOT,angiomotin
154807,ENSG00000196715,154807,OTTHUMG00000129449,VKORC1L1,"vitamin K epoxide reductase complex, subunit 1-like 1"
154810,ENSG00000166025,154810,OTTHUMG00000167828,AMOTL1,angiomotin like 1
154865,ENSG00000164675,154865,OTTHUMG00000157347,IQUB,IQ motif and ubiquitin domain containing
155368,ENSG00000165171,155368,OTTHUMG00000130033,WBSCR27,Williams Beuren syndrome chromosome region 27
157285,ENSG00000182319,157285,OTTHUMG00000163709,SGK223,Tyrosine-protein kinase SgK223
157313,ENSG00000184661,157313,OTTHUMG00000099429,CDCA2,cell division cycle associated 2
157378,ENSG00000164983,157378,OTTHUMG00000165021,TMEM65,transmembrane protein 65
157567,ENSG00000186106,157567,OTTHUMG00000164724,ANKRD46,ankyrin repeat domain 46
157570,ENSG00000171320,157570,OTTHUMG00000163901,ESCO2,establishment of cohesion 1 homolog 2 (S. cerevisiae)
157638,ENSG00000168672,157638,OTTHUMG00000165034,FAM84B,"family with sequence similarity 84, member B"
157807,ENSG00000177182,157807,OTTHUMG00000164334,CLVS1,clavesin 1
157922,ENSG00000130559,157922,OTTHUMG00000020918,CAMSAP1,calmodulin regulated spectrin-associated protein 1
158135,ENSG00000175764,158135,OTTHUMG00000020597,TTLL11,"tubulin tyrosine ligase-like family, member 11"
